id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length,decoded_actions
JHRI6,HJJ4,Basement (A room below the ground floor),5.0,7.0,Yes,"A person sits in a chair, holding their homework. The person throws the pages into the air and laughs.",chair;floor;homework;paper,A person sitting on a chair throws their homework in the air and laughs.,c059 0.00 13.00;c149 5.10 13.00;c152 5.10 13.00;c115 0.00 7.50;c126 3.70 8.20,12.21,c059 0.00 13.00 (Sitting in a chair);c149 5.10 13.00 (Someone is laughing);c152 5.10 13.00 (Someone is smiling);c115 0.00 7.50 (Someone is holding a paper/notebook);c126 3.70 8.20 (Throwing something on the floor)
FET0V,HR43,Bathroom,7.0,7.0,Yes,A laughing person enters their bathroom drinking soda and holding a laptop and homework.,cup;glass;homework;laptop;paper,"A person is walking into the room, holding a laptop, a glass, and a piece of paper (homework). The person is looking at the laptop, talking, and laughing.",c115 2.50 37.00;c106 4.30 33.10;c107 4.50 37.00;c047 1.80 37.00;c051 5.80 37.00;c149 10.50 37.00;c152 11.00 37.00,36.08,c115 2.50 37.00 (Someone is holding a paper/notebook);c106 4.30 33.10 (Drinking from a cup/glass/bottle);c107 4.50 37.00 (Holding a cup/glass/bottle of something);c047 1.80 37.00 (Holding a laptop);c051 5.80 37.00 (Watching a laptop or something on a laptop);c149 10.50 37.00 (Someone is laughing);c152 11.00 37.00 (Someone is smiling)
O1LOW,D0RU,Entryway (A hall that is generally located at the entrance of a house),6.0,7.0,Yes,A person walks through a door into a hall and sees a book and other items on the floor. They pick up the book and tidy the area.,book;door;floor;something;table,A person is picking books and other things off floor and another person also does the same.  They then put objects on a table in an entryway.,c008 1.60 9.30;c028 14.70 22.80;c127 7.80 25.10;c009 23.10 28.10;c026 8.00 27.00;c116 15.00 27.10;c117 8.30 27.60;c115 8.30 27.60;c030 9.40 17.60,31.17,c008 1.60 9.30 (Opening a door);c028 14.70 22.80 (Putting a book somewhere);c127 7.80 25.10 (Tidying something on the floor);c009 23.10 28.10 (Putting something on a table);c026 8.00 27.00 (Holding a book);c116 15.00 27.10 (Putting their paper/notebook somewhere);c117 8.30 27.60 (Taking paper/notebook from somewhere);c115 8.30 27.60 (Someone is holding a paper/notebook);c030 9.40 17.60 (Taking a book from somewhere)
BYSQ7,LWUV,Bedroom,4.0,7.0,Yes,"A person sits in a chair while drinking water. The person then starts grasping their shoes, takes off their shoes, and dance around the chair.",chair;cup;shoe,"Person sits down and begins to drink from a cup, and then gets up and starts dancing around the chair with a shoe in hand.",c106 0.60 14.90;c053 24.70 37.10;c059 0.00 5.70;c151 0.00 4.60;c154 14.20 27.20;c057 27.30 34.30;c110 1.20 5.40;c109 14.10 18.40,36.88,c106 0.60 14.90 (Drinking from a cup/glass/bottle);c053 24.70 37.10 (Holding a shoe/shoes);c059 0.00 5.70 (Sitting in a chair);c151 0.00 4.60 (Someone is going from standing to sitting);c154 14.20 27.20 (Someone is standing up from somewhere);c057 27.30 34.30 (Taking off some shoes);c110 1.20 5.40 (Taking a cup/glass/bottle from somewhere);c109 14.10 18.40 (Putting a cup/glass/bottle somewhere)
N4Q0O,QB52,Basement (A room below the ground floor),4.0,7.0,Yes,A person awakens from under a blanket.  Then starts washing a chair.,bed;chair,"A person is awakening on a bed, they then tidy up a chair and rub their face.;A person is lying on a bed. A person wakes up and starts cleaning a chair.",c146 1.00 11.90;c154 7.40 12.20;c134 0.00 10.20;c133 4.20 11.90,30.33,c146 1.00 11.90 (Someone is awakening somewhere);c154 7.40 12.20 (Someone is standing up from somewhere);c134 0.00 10.20 (Lying on a bed);c133 4.20 11.90 (Someone is awakening in bed)
5IW8A,DXDI,Home Office / Study (A room in a house used for work),6.0,6.0,Yes,"A person is tidying the room, picking up a blanket from the floor. They stop to sit down on the floor, and begin drinking coffee.",blanket;chair;coffee;cup;desk;floor;table,"A person straightening up a desk,pushes the chair forward.The person proceeds to pick up a blanket and put it on a chair.The person sits down on the floor and drinks coffee.;A person pushes a chair in, tidies up a desk. The person puts a blanket on the back of the chair. The person sits down on the floor and drinks from a coffee cup.",c071 8.10 19.20;c125 15.00 33.00;c106 18.90 33.00;c151 16.10 22.50;c012 2.50 10.80,32.0,c071 8.10 19.20 (Putting a blanket somewhere);c125 15.00 33.00 (Sitting on the floor);c106 18.90 33.00 (Drinking from a cup/glass/bottle);c151 16.10 22.50 (Someone is going from standing to sitting);c012 2.50 10.80 (Tidying up a table)
WT59C,YMXV,Bedroom,4.0,6.0,Yes,A person is grasping a book and throwing a broom on the floor.,book;broom;floor,A person is looking through a book. The person picks up a broom then throws it onto the floor.,c098 14.30 22.30;c027 5.40 11.20;c126 17.60 23.10;c115 0.00 32.00,30.71,c098 14.30 22.30 (Holding a broom);c027 5.40 11.20 (Opening a book);c126 17.60 23.10 (Throwing something on the floor);c115 0.00 32.00 (Someone is holding a paper/notebook)
3C36H,XXN8,Basement (A room below the ground floor),4.0,7.0,Yes,"Person is sitting on chair doing homework, Another person opening bag and starts sneezing.",bag;chair;paper,"A person is holding a bag, while another person sits in a chair and begins writing.",c059 0.60 34.00;c115 0.00 34.00;c145 0.50 30.70;c020 0.00 34.00;c021 3.10 10.00;c151 0.00 5.10;c154 27.40 32.70,32.54,c059 0.60 34.00 (Sitting in a chair);c115 0.00 34.00 (Someone is holding a paper/notebook);c145 0.50 30.70 (Working on paper/notebook);c020 0.00 34.00 (Holding a bag);c021 3.10 10.00 (Opening a bag);c151 0.00 5.10 (Someone is going from standing to sitting);c154 27.40 32.70 (Someone is standing up from somewhere)
1N1UT,T7C3,Pantry,7.0,6.0,Yes,A person holding a book and eating a sandwich closes a door.,book;door;food;sandwich,A person eats some food and holds a book. they continue to eat as they look at the book and then they leave the room.;A person is eating a sandwich and looking at a book then they walk out of the room and turn on a light in another room.,c026 0.00 31.00;c032 0.40 31.00;c065 0.00 31.00;c006 24.30 30.70;c156 0.00 31.00;c061 0.00 26.00;c030 0.00 4.50;c141 24.50 30.60,29.71,c026 0.00 31.00 (Holding a book);c032 0.40 31.00 (Watching/Reading/Looking at a book);c065 0.00 31.00 (Eating a sandwich);c006 24.30 30.70 (Closing a door);c156 0.00 31.00 (Someone is eating something);c061 0.00 26.00 (Holding some food);c030 0.00 4.50 (Taking a book from somewhere);c141 24.50 30.60 (Grasping onto a doorknob)
5Q0CX,T7C3,Living room,4.0,6.0,Yes,"A person awakens and turns on a light. They get up and look out a window, smiling, before leaving the room.",curtain;light;sofa;window,"A person is sleeping on a couch, they then awaken, turn on the light and look out the window.;A person sleeping on a sofa wakes up and turns on a light.  The person moves a curtain and looks out a window.",c104 14.20 18.70;c092 22.40 30.70;c146 0.50 12.40;c154 8.20 16.10;c122 0.00 4.80,35.0,c104 14.20 18.70 (Turning on a light);c092 22.40 30.70 (Watching/Looking outside of a window);c146 0.50 12.40 (Someone is awakening somewhere);c154 8.20 16.10 (Someone is standing up from somewhere);c122 0.00 4.80 (Lying on a sofa/couch)
NM65M,DXDI,Hallway,5.0,7.0,Yes,A person walks down the hall with a towel over their shoulder. The person picks up a pillow and briefly snuggles it against their chest.,blanket;pillow;shelf;stand;table,"A person walks through a hallway, picks up a pillow, snuggles it and puts it back down on a stand.",c076 5.80 17.00;c078 5.00 17.00;c079 4.30 10.40;c009 12.40 16.90;c074 12.10 16.90;c072 5.90 16.10;c071 12.60 17.00;c081 12.60 17.00;c070 4.80 17.00,15.75,c076 5.80 17.00 (Holding a pillow);c078 5.00 17.00 (Snuggling with a pillow);c079 4.30 10.40 (Taking a pillow from somewhere);c009 12.40 16.90 (Putting something on a table);c074 12.10 16.90 (Throwing a blanket somewhere);c072 5.90 16.10 (Snuggling with a blanket);c071 12.60 17.00 (Putting a blanket somewhere);c081 12.60 17.00 (Putting something on a shelf);c070 4.80 17.00 (Holding a blanket)
1X4SD,28B0,Laundry room,7.0,7.0,Yes,A person is lying clothes on top of a washing machine in a laundry room.  The person sneezes and then turns out the light.,clothes;dryer;towel;washer,The person is taking clothes out of a laundry basket and sorting and folding it.  They are using the top of the washer and dryer as a table.,c002 0.00 24.00;c035 0.00 6.40;c001 2.40 11.30;c034 0.60 6.20;c033 7.40 23.50,22.58,c002 0.00 24.00 (Taking some clothes from somewhere);c035 0.00 6.40 (Taking a towel/s from somewhere);c001 2.40 11.30 (Putting clothes somewhere);c034 0.60 6.20 (Putting a towel/s somewhere);c033 7.40 23.50 (Holding a towel/s)
7EYIL,5LWB,Stairs,7.0,5.0,Yes,A person runs down the stairs. They open the refrigerator and grasp a bag.,bag;doorway;food;refrigerator,A person is running down the stairs then is opening a refrigerator and takes out a bag.,c143 12.80 19.10;c150 3.40 16.60;c097 3.80 8.60;c097 5.90 10.80;c097 7.80 12.50;c023 17.30 22.90;c020 15.90 27.00;c063 16.00 27.00;c061 16.10 27.00,25.88,c143 12.80 19.10 (Opening a refrigerator);c150 3.40 16.60 (Someone is running somewhere);c097 3.80 8.60 (Walking through a doorway);c097 5.90 10.80 (Walking through a doorway);c097 7.80 12.50 (Walking through a doorway);c023 17.30 22.90 (Taking a bag from somewhere);c020 15.90 27.00 (Holding a bag);c063 16.00 27.00 (Taking food from somewhere);c061 16.10 27.00 (Holding some food)
RCD08,YA10,Laundry room,7.0,7.0,Yes,A person smiling at a mirror starts waving a towel around and starts laughing.,blanket;clothes;mirror;towel,A person is looking into a mirror and then waving a towel around while smiling.,c036 24.20 30.20;c094 1.30 8.70;c152 1.30 13.00;c073 6.70 12.70;c001 24.80 30.10;c000 7.20 29.50,31.0,c036 24.20 30.20 (Throwing a towel/s somewhere);c094 1.30 8.70 (Smiling in a mirror);c152 1.30 13.00 (Someone is smiling);c073 6.70 12.70 (Taking a blanket from somewhere);c001 24.80 30.10 (Putting clothes somewhere);c000 7.20 29.50 (Holding some clothes)
62VEF,YA10,Garage,4.0,6.0,No,"The person was walking with a cup of coffee, and eating a sandwich at the same time.",coffee;cup;food;glass;sandwich,Person is walking in his garage while eating a sandwich and drinking from a coffee cup.,c106 3.80 10.70;c106 22.00 30.10;c065 18.50 26.00;c156 18.50 26.00,32.88,c106 3.80 10.70 (Drinking from a cup/glass/bottle);c106 22.00 30.10 (Drinking from a cup/glass/bottle);c065 18.50 26.00 (Eating a sandwich);c156 18.50 26.00 (Someone is eating something)
K1M15,Z68L,Kitchen,6.0,6.0,Yes,"A person puts a pot on the stove. The person pulls out their phone, and smiles when they look at it.",dish;food;phone;stove,A person is putting water in a pank and cooking while playing with their phone and smiling.,c016 14.40 28.90;c147 10.20 15.00;c152 26.30 30.60;c147 3.90 15.30;c119 5.00 16.80;c015 12.20 30.60;c018 26.40 32.00,31.17,c016 14.40 28.90 (Playing with a phone/camera);c147 10.20 15.00 (Someone is cooking something);c152 26.30 30.60 (Someone is smiling);c147 3.90 15.30 (Someone is cooking something);c119 5.00 16.80 (Putting a dish/es somewhere);c015 12.20 30.60 (Holding a phone/camera);c018 26.40 32.00 (Taking a phone/camera from somewhere)
UIPXF,6RE8,Bedroom,7.0,7.0,Yes,A person is standing in the room holding a cup of coffee.  The person picks up a pile of dishes off the side table and laughs while walking through the doorway to the kitchen.,coffee;cup;dish;door;glass;table,"A person is standing in a dining room, drinking from a mug. The person picks up some dishes from the table and walks out, closing the door.;A person is drinking a glass of coffee. A person then takes some dishes, and opens and closes a door.",c012 14.30 21.00;c118 0.00 32.00;c008 20.30 26.00;c106 0.00 17.10;c097 19.20 29.60;c006 22.50 31.80;c120 13.10 32.00;c141 20.30 29.10,31.33,c012 14.30 21.00 (Tidying up a table);c118 0.00 32.00 (Holding a dish);c008 20.30 26.00 (Opening a door);c106 0.00 17.10 (Drinking from a cup/glass/bottle);c097 19.20 29.60 (Walking through a doorway);c006 22.50 31.80 (Closing a door);c120 13.10 32.00 (Taking a dish/es from somewhere);c141 20.30 29.10 (Grasping onto a doorknob)
4Q3N9,MR42,Bedroom,6.0,6.0,Yes,"As the person walks into the closet smiling, they realized the glass mirror is dirty and starts laughing.",doorway;mirror,A person walks in to a room and touches a mirror.The person turns and walks a crossed the room to another and walks in to it .;Someone walks into a room and looks at themselves in the mirror. They smile and walk into the bathroom.,c097 0.00 5.40;c094 5.30 11.20;c096 2.30 11.10;c152 6.00 11.00;c149 6.20 11.60,20.17,c097 0.00 5.40 (Walking through a doorway);c094 5.30 11.20 (Smiling in a mirror);c096 2.30 11.10 (Watching something/someone/themselves in a mirror);c152 6.00 11.00 (Someone is smiling);c149 6.20 11.60 (Someone is laughing)
KAU5T,YMXV,Hallway,6.0,5.0,Yes,"A person drinks water from a glass and puts it down on a shelf, then runs out of the room.",bed;cup;glass;shelf;water,"A person sits on a bed and drinks some water. The person then gets up and places the bottle down, and runs out the door.",c106 0.00 14.40;c150 21.50 33.00;c154 14.50 22.70;c135 0.00 18.10,31.75,c106 0.00 14.40 (Drinking from a cup/glass/bottle);c150 21.50 33.00 (Someone is running somewhere);c154 14.50 22.70 (Someone is standing up from somewhere);c135 0.00 18.10 (Sitting in a bed)
5LH8B,XXN8,Bedroom,7.0,7.0,Yes,A person smiles as they look into the mirror. The person begins fixing their clothes.,clothes;mirror,A person smiled while looking in a mirror. The person then adjusted their clothes while continuing to look at their reflection in the mirror.,c094 0.40 10.90;c096 0.20 32.70;c152 0.40 11.10,31.58,c094 0.40 10.90 (Smiling in a mirror);c096 0.20 32.70 (Watching something/someone/themselves in a mirror);c152 0.40 11.10 (Someone is smiling)
DSP2U,D0RU,Bedroom,6.0,3.0,Yes,A person walks into the closet and moves a pair of shoes from a chair. The person then sits down in the chair.,chair;shoe,A person walks into the room and sits in a chair. But not before removing a pair of shoes from the chair.,c059 15.80 22.00;c056 12.90 19.50;c151 15.70 22.30;c054 13.70 19.30;c053 13.70 19.30,32.96,c059 15.80 22.00 (Sitting in a chair);c056 12.90 19.50 (Taking shoes from somewhere);c151 15.70 22.30 (Someone is going from standing to sitting);c054 13.70 19.30 (Putting shoes somewhere);c053 13.70 19.30 (Holding a shoe/shoes)
CJ58B,ZAWX,Bedroom,6.0,6.0,Yes,Person is watching television then opens bag of groceries and starts eating.,bag;chair;floor;food;groceries;television,"A person is sitting in a chair looking at a blank television. The person then takes some food from a bag of groceries, eats it, and places the bag back down.",c021 15.60 20.80;c023 14.50 19.90;c156 23.10 32.00;c059 0.00 32.00;c132 0.00 17.70;c022 18.90 27.40;c063 13.40 24.60;c126 20.30 25.40;c061 17.40 32.00;c020 15.10 26.30;c024 20.00 25.80,30.5,c021 15.60 20.80 (Opening a bag);c023 14.50 19.90 (Taking a bag from somewhere);c156 23.10 32.00 (Someone is eating something);c059 0.00 32.00 (Sitting in a chair);c132 0.00 17.70 (Watching television);c022 18.90 27.40 (Putting a bag somewhere);c063 13.40 24.60 (Taking food from somewhere);c126 20.30 25.40 (Throwing something on the floor);c061 17.40 32.00 (Holding some food);c020 15.10 26.30 (Holding a bag);c024 20.00 25.80 (Throwing a bag somewhere)
YYGJV,XB0Z,Hallway,5.0,7.0,Yes,A person is grasping some homework while standing in the hallway. The person then picks up a pillow off the floor.,book;doorway;floor;paper;pillow,A person walked through a doorway with a notebook. He opened the notebook and glanced at it briefly. The person then picked a pillow up off the ground and continued walking.,c127 2.90 12.90;c079 2.80 11.70;c115 0.00 14.00;c097 0.00 13.30;c076 5.10 12.20;c026 0.00 6.70,12.83,c127 2.90 12.90 (Tidying something on the floor);c079 2.80 11.70 (Taking a pillow from somewhere);c115 0.00 14.00 (Someone is holding a paper/notebook);c097 0.00 13.30 (Walking through a doorway);c076 5.10 12.20 (Holding a pillow);c026 0.00 6.70 (Holding a book)
FQA3W,HR43,Bedroom,4.0,7.0,Yes,"A person in their bedroom is playing with their shoes. Once they have put their shoes on, they start briskly running towards the door and grab onto the doorknob.",bed;clothes;door;shoe,"A person, sitting on a bed, picks up a shoe and puts it on.  The person ties the shoe, stands up and grabs the doorknob.;A person is sitting on their bed putting on their shoes, they then grab a doorknob.",c141 5.90 21.10;c154 18.40 22.00;c135 0.00 22.00;c053 0.00 10.30;c056 0.00 6.50;c055 0.10 21.10;c148 0.00 21.90,21.38,c141 5.90 21.10 (Grasping onto a doorknob);c154 18.40 22.00 (Someone is standing up from somewhere);c135 0.00 22.00 (Sitting in a bed);c053 0.00 10.30 (Holding a shoe/shoes);c056 0.00 6.50 (Taking shoes from somewhere);c055 0.10 21.10 (Putting on shoe/shoes);c148 0.00 21.90 (Someone is dressing)
ZXHLY,D0RU,Bathroom,7.0,7.0,Yes,A person is smiling while washing the glass and then cleaning the door in the bathroom.,bucket;counter;cup;dish;door;glass;toilet;water,"A person carries a glass to a water bucket and washes it before putting it on the back of a toilet.  Then they fill a bucket with water and throw it on a door.;Person walks in room with cup, washes cup with water that is in the bucket, shakes it out and place cup on sink. Then person begins splashing water on door.",c108 2.00 16.00;c111 2.00 16.00;c107 0.00 20.00;c119 15.10 20.80;c008 21.30 26.10;c121 4.30 10.90;c109 15.70 21.00,31.58,c108 2.00 16.00 (Pouring something into a cup/glass/bottle);c111 2.00 16.00 (Washing a cup/glass/bottle);c107 0.00 20.00 (Holding a cup/glass/bottle of something);c119 15.10 20.80 (Putting a dish/es somewhere);c008 21.30 26.10 (Opening a door);c121 4.30 10.90 (Wash a dish/dishes);c109 15.70 21.00 (Putting a cup/glass/bottle somewhere)
GHJCC,YMXV,Bedroom,4.0,4.0,Yes,A person is lying on a sofa watch a television and throws a pillow at the tv.,bed;pillow;sofa;television,a person is lying on a sofa surrounded by pillows then gets up and hits the TV with a pillow,c122 0.00 24.20;c076 0.00 32.00;c135 0.00 24.20;c078 0.00 24.30;c134 0.00 24.50;c079 21.40 27.30;c154 20.00 27.20;c132 0.00 23.40;c077 19.90 32.00,31.38,c122 0.00 24.20 (Lying on a sofa/couch);c076 0.00 32.00 (Holding a pillow);c135 0.00 24.20 (Sitting in a bed);c078 0.00 24.30 (Snuggling with a pillow);c134 0.00 24.50 (Lying on a bed);c079 21.40 27.30 (Taking a pillow from somewhere);c154 20.00 27.20 (Someone is standing up from somewhere);c132 0.00 23.40 (Watching television);c077 19.90 32.00 (Putting a pillow somewhere)
Y9SMX,T7C3,Kitchen,6.0,7.0,Yes,A person is pouring a cup of coffee and  drinking it in front of a window and then opening the door of the refrigerator in a kitchen.,coffee;cup;door;glass;refrigerator;window,"Person pours coffee into cup, then walks to window starts drinking coffee while looking outside window, then walks to refrigerator and opens refrigerator's door.",c106 20.70 30.50;c008 43.10 50.00;c143 43.10 50.00;c092 20.20 44.10;c108 0.00 19.10;c109 46.70 50.00;c110 46.70 50.00;c107 46.70 50.00,48.67,c106 20.70 30.50 (Drinking from a cup/glass/bottle);c008 43.10 50.00 (Opening a door);c143 43.10 50.00 (Opening a refrigerator);c092 20.20 44.10 (Watching/Looking outside of a window);c108 0.00 19.10 (Pouring something into a cup/glass/bottle);c109 46.70 50.00 (Putting a cup/glass/bottle somewhere);c110 46.70 50.00 (Taking a cup/glass/bottle from somewhere);c107 46.70 50.00 (Holding a cup/glass/bottle of something)
GC1Q1,5LWB,Entryway (A hall that is generally located at the entrance of a house),7.0,7.0,Yes,A person opening a door is carrying a towel and clothes. They put the towel and clothes on a chair before they sit down.,chair;clothes;door;towel,"a person opens the door holding a stack of folded laundry, sets it in a chair and then sits on it.",c000 0.00 11.30;c008 0.00 5.10;c034 6.60 11.60;c059 8.30 17.00;c151 7.50 15.70;c001 5.50 11.50;c097 0.00 7.90,16.08,c000 0.00 11.30 (Holding some clothes);c008 0.00 5.10 (Opening a door);c034 6.60 11.60 (Putting a towel/s somewhere);c059 8.30 17.00 (Sitting in a chair);c151 7.50 15.70 (Someone is going from standing to sitting);c001 5.50 11.50 (Putting clothes somewhere);c097 0.00 7.90 (Walking through a doorway)
09QI0,L4ZP,Bedroom,6.0,6.0,Yes,A person is playing with a phone while another person is undressing on a blanket.,bed;clothes;phone,"A person removes their clothes and puts them on a bed. Another person stands nearby smoking a cigarette and looking at their phone.;A person standing up smoking a cigarette, while looking at their cell phone and another person takes off their clothes.",c015 0.00 33.00;c155 1.20 33.00;c002 0.00 33.00;c016 0.00 33.00;c001 5.00 32.40,31.79,c015 0.00 33.00 (Holding a phone/camera);c155 1.20 33.00 (Someone is undressing);c002 0.00 33.00 (Taking some clothes from somewhere);c016 0.00 33.00 (Playing with a phone/camera);c001 5.00 32.40 (Putting clothes somewhere)
FPU57,Z68L,Living room,5.0,7.0,Yes,A person is holding a bottle of medicine and walking through the door in the recreation room / man cave.,door;hair;picture,"A person walks into a house, sits on the couch and watches the television.",c006 6.00 11.50;c008 1.00 9.00;c151 11.40 17.90;c088 16.70 24.40;c144 19.40 25.10;c144 16.20 28.90;c097 3.20 9.20;c141 4.20 9.00;c059 10.90 16.70;c154 24.90 30.30,33.42,c006 6.00 11.50 (Closing a door);c008 1.00 9.00 (Opening a door);c151 11.40 17.90 (Someone is going from standing to sitting);c088 16.70 24.40 (Watching/looking at a picture);c144 19.40 25.10 (Fixing their hair);c144 16.20 28.90 (Fixing their hair);c097 3.20 9.20 (Walking through a doorway);c141 4.20 9.00 (Grasping onto a doorknob);c059 10.90 16.70 (Sitting in a chair);c154 24.90 30.30 (Someone is standing up from somewhere)
Y4P3C,ZEM0,Dining room,3.0,7.0,Yes,The person was drinking a glass of water. And was walking and talking on the phone.,chair;cup;phone;table,Someone is on their phone in the dining room. They sit down and stand up and pick up a cup from the table and drink from it.;A person is talking on their phone they sit at a table then they get up and take a drink out of a glass then they walk around all while talking on their phone.,c107 22.20 39.30;c154 18.00 24.00;c059 4.90 22.00;c106 0.40 4.60;c110 0.20 4.40;c151 0.00 2.80;c011 0.00 4.20;c019 0.00 41.00;c015 0.00 41.00;c009 35.90 41.00;c109 35.90 41.00,40.29,c107 22.20 39.30 (Holding a cup/glass/bottle of something);c154 18.00 24.00 (Someone is standing up from somewhere);c059 4.90 22.00 (Sitting in a chair);c106 0.40 4.60 (Drinking from a cup/glass/bottle);c110 0.20 4.40 (Taking a cup/glass/bottle from somewhere);c151 0.00 2.80 (Someone is going from standing to sitting);c011 0.00 4.20 (Sitting at a table);c019 0.00 41.00 (Talking on a phone/camera);c015 0.00 41.00 (Holding a phone/camera);c009 35.90 41.00 (Putting something on a table);c109 35.90 41.00 (Putting a cup/glass/bottle somewhere)
TKOYQ,CCI9,Living room,6.0,6.0,Yes,One person is playing with a camera as another person throws them a picture taken from a box on a shelf.,book;box;camera;card;floor;phone;shelf,A person picks up a card and throws it at another person who is standing still and holding a camera.;A person walks up to a shelf and sets a box on it. This person takes some comic books off the shelf. Another person stands nearby fixing a camera. The first person throws a comic book at the other person.,c081 20.70 26.10;c016 7.40 12.50;c031 12.10 17.00;c030 0.00 5.10;c116 15.90 27.40;c126 9.40 18.30;c015 1.30 32.00;c026 0.00 17.00;c117 0.00 2.90;c115 0.00 16.60;c127 15.90 21.30,31.29,c081 20.70 26.10 (Putting something on a shelf);c016 7.40 12.50 (Playing with a phone/camera);c031 12.10 17.00 (Throwing a book somewhere);c030 0.00 5.10 (Taking a book from somewhere);c116 15.90 27.40 (Putting their paper/notebook somewhere);c126 9.40 18.30 (Throwing something on the floor);c015 1.30 32.00 (Holding a phone/camera);c026 0.00 17.00 (Holding a book);c117 0.00 2.90 (Taking paper/notebook from somewhere);c115 0.00 16.60 (Someone is holding a paper/notebook);c127 15.90 21.30 (Tidying something on the floor)
HC5JH,L4ZP,Entryway (A hall that is generally located at the entrance of a house),7.0,6.0,Yes,A person is leaving the entryway with dishes.  Another person is playing with a camera.,dish;door;phone;picture,2 people are in the room one has a phone and takes a picture of another holding a plate the one holding the plate walks out of the room;There is a person holding a phone.. Another person walks up with a camera and both people take a picture of each other. One person then leaves through a door.,c008 16.50 22.00;c118 3.10 22.30;c015 0.00 26.00;c006 21.00 26.00;c087 4.00 18.00;c120 12.10 25.20;c019 0.00 26.00;c097 15.70 24.90;c141 15.70 24.90,25.42,c008 16.50 22.00 (Opening a door);c118 3.10 22.30 (Holding a dish);c015 0.00 26.00 (Holding a phone/camera);c006 21.00 26.00 (Closing a door);c087 4.00 18.00 (Taking a picture of something);c120 12.10 25.20 (Taking a dish/es from somewhere);c019 0.00 26.00 (Talking on a phone/camera);c097 15.70 24.90 (Walking through a doorway);c141 15.70 24.90 (Grasping onto a doorknob)
FC2TJ,Z68L,Bedroom,6.0,7.0,Yes,"A person is alternately working with a vacuum and broom, walking around the bed while grasping one and holding the other.",bed;broom;door;floor;vacuum,A person walks through a door with a vaccuum which the person uses on a bed as the person sweeps the floor at the same time.;A person walks through a door and vacuums around the bed.,c137 14.20 38.70;c127 7.90 38.90;c097 1.00 6.30;c138 4.00 41.80,43.08,c137 14.20 38.70 (Holding a vacuum);c127 7.90 38.90 (Tidying something on the floor);c097 1.00 6.30 (Walking through a doorway);c138 4.00 41.80 (Taking a vacuum from somewhere)
SPJVR,9Y7F,Dining room,7.0,6.0,Yes,"A person stands in the doorway, snuggling up to a blanket. The person wraps up the blanket and throws it into the other room.",blanket;doorway;floor,A person is standing with a blanket wrapped around his shoulders. He takes the blanket off and starts to fold it. Then he rolls it up and throws it through a doorway into another room.,c070 0.00 18.40;c074 13.90 19.30;c075 1.30 16.80;c126 13.50 19.30;c152 24.80 30.90,30.25,c070 0.00 18.40 (Holding a blanket);c074 13.90 19.30 (Throwing a blanket somewhere);c075 1.30 16.80 (Tidying up a blanket/s);c126 13.50 19.30 (Throwing something on the floor);c152 24.80 30.90 (Someone is smiling)
T5FHD,YA10,Bathroom,7.0,7.0,Yes,A person is washing a cabinet with a towel then the pick up a camera and leave the bathroom.,cabinet;camera;doorway;towel,"The person kneels in front of the sink, wiping down the cabinet, then stands, grabs their camera, and walks out of the room.",c038 0.00 23.10;c114 0.00 23.10;c033 0.00 30.50;c018 21.30 27.30;c097 22.80 28.20,30.29,c038 0.00 23.10 (Washing something with a towel);c114 0.00 23.10 (Tidying up a closet/cabinet);c033 0.00 30.50 (Holding a towel/s);c018 21.30 27.30 (Taking a phone/camera from somewhere);c097 22.80 28.20 (Walking through a doorway)
7G0HB,P6LJ,Kitchen,6.0,6.0,Yes,"A person looks through the entryway of his house to see some dishes on the kitchen table. The person begins walking towards them when they start sneezing out of nowhere. The person blows their nose, heads to the refrigerator and ignores the dirty dishes. The person opens the fridge, looks around and closes it. They walk to the table where they look frustrated because they see homework on the table next to the dishes that the person forgot to do.",mouth;napkin;paper;refrigerator,"A person begins to sneeze. A person then grabs a napkin and wipes their mouth. A person then opens a fridge, and closes it. A person picks up a paper and puts it back down.",c142 32.70 37.40;c115 38.70 45.10;c153 6.90 14.00;c143 22.80 28.70;c117 37.70 42.70;c116 40.90 45.60,48.12,c142 32.70 37.40 (Closing a refrigerator);c115 38.70 45.10 (Someone is holding a paper/notebook);c153 6.90 14.00 (Someone is sneezing);c143 22.80 28.70 (Opening a refrigerator);c117 37.70 42.70 (Taking paper/notebook from somewhere);c116 40.90 45.60 (Putting their paper/notebook somewhere)
Z6OEM,ID9V,Bedroom,4.0,6.0,Yes,A person is dressing in front of a wardrobe while laughing on a phone.,closet;clothes;jacket;phone;shirt,A person talking on a phone opens up a closet door and then puts on a jacket. The person then continues talking on the phone.;A person is opening a closet while talking on a phone. A person then puts on a shirt. A person then grabs clothes from the floor.,c015 0.00 25.00;c149 5.80 25.00;c019 2.90 25.00;c148 6.00 20.30;c113 0.00 6.10;c002 2.80 12.10,23.96,c015 0.00 25.00 (Holding a phone/camera);c149 5.80 25.00 (Someone is laughing);c019 2.90 25.00 (Talking on a phone/camera);c148 6.00 20.30 (Someone is dressing);c113 0.00 6.10 (Opening a closet/cabinet);c002 2.80 12.10 (Taking some clothes from somewhere)
